,ID_PAQUETE,CATEGORIA_ASIGNADA,ALTO,ANCHO,LARGO,PESO_ASIGNADO,TIPO_MANIPULACION,LUGAR_PROCEDENCIA,TEMPERATURA_ALMACENAMIENTO,PROTOCOLO,LUGAR_PROCEDENCIA_WOE,TIPO_MANIPULACION_NUM,TEMPERATURA_ALMACENAMIENTO_NUM,PROTOCOLO_TARGET
1665,1666,pequeño,11.35,14.61,15.12,7.745895910926265,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1666,1667,pequeño,14.69,15.04,15.84,0.1,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1667,1668,grande,98.47,62.97,68.09,66.36236995974875,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1668,1669,mediano,37.6,32.24,43.11,20.13711947509734,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1669,1670,pequeño,13.21,13.94,17.66,6.190536532375065,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
1670,1671,pequeño,11.03,16.54,18.25,8.423157745377463,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1671,1672,pequeño,12.33,13.62,17.65,1.2751425624109665,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1672,1673,pequeño,11.52,15.2,16.98,3.790730613201136,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1673,1674,pequeño,13.66,12.01,19.92,9.487435856996985,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1674,1675,mediano,35.91,32.44,42.06,22.669541643796116,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1675,1676,grande,72.47,60.53,68.23,39.49875154885207,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1676,1677,mediano,37.96,32.35,30.1,18.876933184163637,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1677,1678,mediano,38.57,32.35,39.78,22.81133259351123,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1678,1679,pequeño,12.19,15.65,17.8,7.067016794591945,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1679,1680,pequeño,11.67,12.46,18.02,2.51476743827094,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
1680,1681,pequeño,12.1,15.39,16.56,5.694874514969637,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
1681,1682,mediano,35.48,36.26,39.73,14.487512319453021,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
1682,1683,pequeño,10.91,15.56,17.93,0.6119488200832652,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
1683,1684,mediano,38.88,32.23,50.0,17.11967196269268,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1684,1685,pequeño,9.76,13.94,16.36,7.604669051798935,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1685,1686,pequeño,10.22,14.65,18.62,10.0,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
1686,1687,mediano,36.06,38.05,39.72,14.535270428249031,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1687,1688,pequeño,13.32,13.95,19.48,2.6626519571048224,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
1688,1689,pequeño,13.32,21.4,16.05,2.5090525922952005,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
1689,1690,grande,89.86,53.39,69.37,58.43591078531084,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1690,1691,pequeño,12.86,15.49,16.45,2.107044503486043,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1691,1692,pequeño,14.4,16.68,15.23,10.0,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1692,1693,grande,81.34,61.16,64.0,51.41675526431422,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1693,1694,pequeño,12.01,17.61,17.29,4.887802064783254,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1694,1695,pequeño,11.61,14.14,16.43,9.474613867599214,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1695,1696,pequeño,11.92,16.63,17.57,0.45614056779600887,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1696,1697,pequeño,11.08,16.4,15.51,0.1,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1697,1698,pequeño,11.09,20.68,18.87,0.1,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1698,1699,grande,91.17,50.1,73.81,52.19604265662241,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1699,1700,pequeño,13.35,15.98,20.41,6.119870995052658,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1700,1701,pequeño,11.84,13.01,20.03,4.291099126194296,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1701,1702,mediano,35.42,34.93,41.25,19.876517010538056,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1702,1703,pequeño,10.78,11.21,16.73,4.58027809082559,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1703,1704,pequeño,9.89,15.56,17.48,2.512483885732437,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1704,1705,pequeño,13.26,13.31,17.04,1.2654362921443139,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
1705,1706,grande,74.3,60.51,71.61,30.1,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1706,1707,pequeño,11.04,15.66,17.31,10.0,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1707,1708,pequeño,11.36,14.6,20.75,4.692890984012548,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1708,1709,mediano,39.79,36.93,40.61,22.08707727172015,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
1709,1710,pequeño,12.4,17.83,17.8,6.8558308864973645,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1710,1711,mediano,37.6,37.29,33.02,15.268591340111795,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1711,1712,pequeño,11.71,8.96,14.81,4.88722614142683,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1712,1713,pequeño,12.12,14.19,19.24,4.775171056084542,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
1713,1714,pequeño,13.06,9.85,16.37,6.60644940392052,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1714,1715,pequeño,9.98,16.11,17.62,5.957999385971099,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
1715,1716,mediano,39.46,36.44,37.88,17.02879149554134,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1716,1717,pequeño,11.97,14.46,18.1,2.2563399636565293,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1717,1718,pequeño,13.03,11.26,18.8,7.7581616468944326,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1718,1719,mediano,39.17,35.1,37.42,26.67872456021968,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1719,1720,mediano,36.92,34.37,35.74,10.1,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1720,1721,pequeño,9.45,14.2,18.88,7.467808494312607,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1721,1722,pequeño,17.4,18.71,17.67,3.263592079100148,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1722,1723,pequeño,15.32,14.11,16.04,8.82807783742804,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1723,1724,mediano,36.99,40.15,42.69,20.0259878389071,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
1724,1725,pequeño,13.56,12.06,18.8,5.202149663163636,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1725,1726,mediano,37.35,34.94,31.1,19.29367422374413,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1726,1727,pequeño,12.39,17.96,19.2,8.585129827727942,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
1727,1728,pequeño,10.9,14.01,17.55,0.7517503983523834,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1728,1729,pequeño,13.03,19.01,15.95,3.1527649403090567,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1729,1730,mediano,37.68,35.11,40.84,22.97261851067881,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1730,1731,mediano,37.87,40.93,30.1,10.1,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1731,1732,mediano,37.92,37.15,38.45,14.94247483584272,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
1732,1733,pequeño,10.08,9.32,16.09,4.645020664469044,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
1733,1734,mediano,35.2,38.08,33.52,11.499713817436872,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1734,1735,mediano,38.39,33.82,36.99,24.21518620470531,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1735,1736,pequeño,12.62,21.29,17.19,7.971751861735694,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1736,1737,mediano,37.67,36.57,30.91,18.068705512511546,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
1737,1738,mediano,37.32,37.67,39.75,20.05832986195732,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1738,1739,pequeño,12.67,20.72,15.21,5.496760731478637,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
1739,1740,pequeño,13.67,15.68,16.07,7.429393517649489,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1740,1741,pequeño,11.62,12.22,18.15,4.690483654895255,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
1741,1742,grande,63.27,56.69,79.15,79.34688271743491,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1742,1743,pequeño,10.17,18.8,16.86,3.268807225399376,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
1743,1744,mediano,36.56,39.99,40.39,21.34347383221864,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1744,1745,pequeño,14.96,9.12,19.89,9.44819533402243,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1745,1746,grande,67.62,63.74,65.4,72.74157821916549,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1746,1747,pequeño,12.1,13.24,15.62,3.274472208027026,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1747,1748,pequeño,12.43,13.2,17.39,10.0,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1748,1749,mediano,36.76,32.35,43.11,16.44932456092461,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1749,1750,pequeño,13.68,17.21,16.54,7.162985030835323,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1750,1751,grande,72.41,59.02,68.63,58.78459596318403,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1751,1752,pequeño,12.19,19.29,18.58,7.713929795012392,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1752,1753,grande,79.55,61.6,82.32,97.6811520929625,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1753,1754,pequeño,11.26,17.69,14.25,0.6492776601246577,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1754,1755,mediano,37.53,32.88,38.36,24.384309697192503,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1755,1756,mediano,34.87,35.02,30.1,17.333071475423633,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1756,1757,pequeño,12.74,15.78,19.7,2.8798028765606962,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1757,1758,mediano,37.03,30.1,36.02,27.276277797723047,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
1758,1759,pequeño,13.66,14.1,18.01,5.221817952883677,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1759,1760,mediano,35.65,30.1,41.32,15.068784170052623,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1760,1761,pequeño,11.57,12.74,18.47,6.6077776357792715,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1761,1762,pequeño,13.22,18.59,15.53,5.213547852456856,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1762,1763,pequeño,12.49,14.64,17.34,3.621355077052348,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1763,1764,pequeño,11.34,16.59,20.58,3.086840792454221,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1764,1765,mediano,39.17,35.31,30.1,23.828756563267245,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1765,1766,pequeño,11.98,15.68,16.37,6.085768633853491,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1766,1767,pequeño,13.65,16.33,19.82,8.523162306558246,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1767,1768,mediano,37.01,36.69,50.0,16.936258745596067,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1768,1769,pequeño,15.98,13.44,18.37,3.3232808167973023,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1769,1770,pequeño,11.1,14.95,19.29,1.9617568657921711,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1770,1771,grande,70.98,56.22,71.65,76.17941650677875,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1771,1772,pequeño,11.68,15.82,17.5,5.911116053232435,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1772,1773,pequeño,14.32,11.61,17.38,5.728378347559615,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1773,1774,pequeño,13.71,21.92,19.35,6.989290265832886,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1774,1775,pequeño,11.39,19.75,19.02,3.463393928510487,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1775,1776,pequeño,12.92,13.21,17.48,1.2458698498633987,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1776,1777,pequeño,13.68,14.69,17.67,6.4945272077160965,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1777,1778,mediano,37.98,33.91,37.89,24.471949066696304,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
1778,1779,mediano,38.82,31.68,40.86,28.57490784141619,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1779,1780,mediano,40.76,39.38,38.01,20.664695094093307,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1780,1781,pequeño,14.64,12.87,17.29,1.9900991494035272,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1781,1782,grande,56.59,64.98,73.61,56.503469880518864,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1782,1783,pequeño,10.79,17.55,18.77,2.807521449727234,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1783,1784,pequeño,11.53,11.25,18.39,4.704268957578647,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1784,1785,pequeño,9.81,12.39,17.28,5.933353566366328,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
1785,1786,mediano,35.02,34.5,50.0,10.229953415563353,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1786,1787,pequeño,12.62,13.64,17.21,9.69959170188113,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1787,1788,pequeño,12.6,16.68,16.45,0.1,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1788,1789,mediano,36.47,35.53,50.0,20.016238018574597,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1789,1790,grande,58.72,60.86,60.19,55.6435415199484,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
1790,1791,mediano,40.75,33.9,37.37,27.82031370414847,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
1791,1792,pequeño,10.24,10.93,16.51,3.579312831661626,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
1792,1793,pequeño,13.03,17.02,17.27,3.2240628151282147,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1793,1794,pequeño,12.62,12.02,17.87,4.401454495880376,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1794,1795,mediano,39.38,32.1,40.85,10.836944585221811,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1795,1796,mediano,38.67,35.0,37.0,19.14779701573095,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1796,1797,pequeño,12.01,17.27,18.53,3.803976100004821,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1797,1798,pequeño,11.81,20.23,14.93,3.1405205414521813,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1798,1799,pequeño,13.12,18.52,16.24,8.012997845661765,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
1799,1800,mediano,40.05,37.66,42.41,14.925509557869468,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1800,1801,mediano,38.3,34.09,33.09,23.66267364038999,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1801,1802,pequeño,10.98,21.44,18.52,3.1706359227157197,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1802,1803,pequeño,14.23,15.1,17.18,2.9043151058320307,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1803,1804,mediano,40.03,38.47,43.89,30.0,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1804,1805,mediano,37.52,35.39,44.25,20.768039054464225,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1805,1806,mediano,37.13,41.85,35.12,11.369662155314018,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1806,1807,pequeño,11.08,14.07,17.3,6.279527169463309,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
1807,1808,pequeño,11.16,14.29,17.29,1.4342785394347368,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1808,1809,grande,100.39,54.91,67.2,48.690922364114094,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1809,1810,pequeño,12.02,13.08,17.62,5.504364161346791,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1810,1811,mediano,37.45,33.86,46.15,18.546184280038588,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1811,1812,pequeño,13.44,13.43,15.71,3.9111440898397936,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1812,1813,pequeño,11.55,13.42,17.67,2.0802604456186264,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
1813,1814,mediano,39.57,39.73,41.1,25.802663100751225,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1814,1815,pequeño,12.32,16.29,17.51,2.4220069279574843,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1815,1816,grande,99.73,51.75,66.78,68.2879298139906,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1816,1817,mediano,38.2,37.4,46.72,23.749870246745264,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1817,1818,mediano,36.87,33.36,42.92,23.107720976781554,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1818,1819,mediano,37.15,35.85,45.82,21.248103808462545,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1819,1820,pequeño,14.24,15.68,18.48,4.037779111225003,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1820,1821,pequeño,11.72,13.32,18.93,2.619275226885638,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1821,1822,mediano,39.32,33.21,38.41,24.427623375800373,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
1822,1823,grande,92.31,59.37,69.15,70.2001797061175,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1823,1824,mediano,36.56,39.37,31.32,12.524206507323623,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
1824,1825,pequeño,10.67,16.7,16.79,1.4987992190126938,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
1825,1826,pequeño,15.11,6.91,15.55,8.907313103810312,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1826,1827,grande,77.06,63.45,68.54,30.1,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1827,1828,pequeño,13.7,16.62,18.48,3.120356438655338,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1828,1829,mediano,36.43,35.03,30.1,17.311119562918204,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
1829,1830,pequeño,12.22,18.37,17.79,3.954545562074133,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
1830,1831,pequeño,11.7,16.9,16.78,4.876595919882943,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
1831,1832,mediano,36.08,36.51,44.09,15.077054072081888,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1832,1833,pequeño,11.22,17.91,19.27,4.271633456008637,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1833,1834,mediano,38.01,35.08,35.61,25.285954189838225,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1834,1835,grande,84.25,71.18,66.47,36.362607031222694,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1835,1836,mediano,38.22,37.56,40.19,25.154236602438132,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
1836,1837,pequeño,14.39,14.68,19.57,3.3612657509712847,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
1837,1838,pequeño,13.74,12.03,17.22,8.729520893394902,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1838,1839,grande,67.58,58.43,79.05,72.41252795935789,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1839,1840,grande,76.61,63.73,66.65,81.60540946156915,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
1840,1841,pequeño,13.34,14.96,19.34,3.409365325726093,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
1841,1842,mediano,35.73,35.42,39.51,20.918262766734628,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
1842,1843,grande,52.72,56.1,68.05,47.46485919297196,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1843,1844,pequeño,12.0,13.09,17.64,5.44164275313629,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
1844,1845,grande,82.62,71.67,60.9,100.0,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1845,1846,mediano,34.62,34.38,30.1,27.132796342597747,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
1846,1847,pequeño,14.28,10.44,15.66,4.739236222498715,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
1847,1848,pequeño,12.05,16.42,16.86,0.1,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
1848,1849,pequeño,10.82,12.63,14.1,6.152861286556094,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1849,1850,pequeño,11.63,10.66,18.41,0.1,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
1850,1851,grande,61.53,68.39,63.64,30.1,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
1851,1852,pequeño,10.69,11.52,15.06,9.760676721814285,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1852,1853,mediano,39.26,34.83,34.53,13.55708988396622,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1853,1854,pequeño,13.1,13.57,18.22,4.971753135441752,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
1854,1855,pequeño,14.39,15.61,17.01,7.084254754319948,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1855,1856,pequeño,12.22,12.31,18.5,2.7083212478418233,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
1856,1857,pequeño,11.8,19.65,18.14,5.821599712826411,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1857,1858,pequeño,13.52,13.22,15.98,4.332416401628264,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
1858,1859,mediano,37.2,34.39,41.59,17.19359692910401,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
1859,1860,mediano,38.19,34.28,43.38,11.090917825968923,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1860,1861,pequeño,14.04,13.39,16.57,3.6885662635535246,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
1861,1862,grande,51.0,61.31,68.62,57.58289415084305,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1862,1863,pequeño,12.48,19.14,17.44,5.578336913967686,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
1863,1864,pequeño,11.96,17.16,18.5,7.701872926201222,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
1864,1865,pequeño,13.85,20.06,16.58,3.8860471255533966,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
1865,1866,grande,53.94,61.14,63.12,61.62838098379749,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1866,1867,grande,93.35,59.81,74.38,77.05259040431915,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
1867,1868,pequeño,11.94,14.54,18.03,5.718020004743528,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1868,1869,pequeño,12.47,19.62,20.56,7.088525827417461,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
1869,1870,pequeño,12.26,13.15,17.19,9.228807018015294,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
1870,1871,grande,62.32,61.08,67.23,71.85337670516424,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1871,1872,pequeño,14.19,16.97,19.55,5.214197280316299,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
1872,1873,mediano,38.8,34.31,45.33,21.681817206847395,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
1873,1874,pequeño,13.29,13.42,17.51,5.201644403316854,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
1874,1875,pequeño,15.84,15.44,18.84,1.556055737027513,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
1875,1876,pequeño,14.24,17.22,16.36,1.0573925236200998,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
1876,1877,mediano,36.81,36.66,37.67,23.999506388097153,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
1877,1878,pequeño,11.8,16.39,16.49,9.623377191792061,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
